Request ID,Num Clients,Bottleneck Bandwidth,Bottleneck Latency,Bottleneck Packet Loss,Dash Policy,Client Resolution,Request Duration,TCP Output Packet,TCP Output Delay,TCP Output Jitter,TCP Output Packet Loss,TCP Input Packet,TCP Input Delay,TCP Input Jitter,TCP Input Packet Loss,TCP Input Retransmission,Std Input Rate,0 Input Rate Variation,5 Input Rate Variation,10 Input Rate Variation,25 Input Rate Variation,50 Input Rate Variation,75 Input Rate Variation,90 Input Rate Variation,95 Input Rate Variation,100 Input Rate Variation,Std Inter Arrival Times Req,0 Inter Arrival Times Req,5 Inter Arrival Times Req,10 Inter Arrival Times Req,25 Inter Arrival Times Req,50 Inter Arrival Times Req,75 Inter Arrival Times Req,90 Inter Arrival Times Req,95 Inter Arrival Times Req,100 Inter Arrival Times Req,Start Up Delay,Avg Video Download Rate,Std Video Download Rate,Avg Video Buffer Level,Std Video Buffer Level,Stall Events,Rebuffering Ratio,Stall Label,Total Stalling Time,Avg Time Stalling Events,Avg Quality Index,Avg Video Bit Rate,Avg Video Quality Variation,Avg Download Bit Rate
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,4454,11.0211,0.0016939,0.0222272,7586,28.6124,0.599055,0.0212233,13,152662.0,,924,924,91610,159720,257004,398116,477842,550442,621590,1.37622,0.100633,0.10341,0.132488,0.304687,0.994567,2.37994,3.24355,3.87016,4.65149,598,1813820.0,1135210.0,11.4857,4.31192,0,0.0,NoStalling,0,0.0,0.607143,836023.0,115802.0,1813820.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5175,11.0209,0.0013251,0.0208696,8517,29.2941,0.58273,0.0208994,42,123329.0,,1560,1560,120516,280236,339902,396664,485288,541278,583838,1.31157,0.155332,0.155332,0.221482,0.36879,1.46538,2.2206,3.58875,4.67274,4.97385,816,1646360.0,760300.0,11.0286,5.15744,0,0.0,NoStalling,0,0.0,0.485714,1162970.0,102852.0,1646360.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5115,11.0209,0.00135566,0.0222874,8769,29.6451,0.569127,0.0188163,18,128907.0,,1560,1560,189132,242618,357326,419628,495266,553346,656572,1.18686,0.172933,0.172933,0.185804,0.448541,1.47705,2.43775,3.4894,3.51303,4.41236,644,1677270.0,708172.0,10.4,4.72803,0,0.0,NoStalling,0,0.0,0.578571,1253230.0,111887.0,1677270.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,4573,11.021,0.0014282,0.0223048,7827,29.8024,0.596321,0.0224863,10,142831.0,,1560,1560,56419,200376,331056,413954,450254,479294,613012,1.18483,0.187161,0.187161,0.242022,0.72486,1.54979,2.37423,2.80031,4.11551,5.21488,2941,1418820.0,614811.0,10.9412,5.22967,0,0.0,NoStalling,0,0.0,0.683824,1122940.0,47010.9,1418820.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5780,11.0209,0.00129322,0.0211073,9847,28.5781,0.573217,0.0193968,5,138434.0,,154046,154046,178596,277332,347162,492362,552724,577935,685026,1.24015,0.081704,0.102331,0.186002,0.412489,1.48121,2.27419,3.07904,4.08962,4.46042,495,2041920.0,1009790.0,12.5714,5.04995,0,0.0,NoStalling,0,0.0,0.592857,1316720.0,117609.0,2041920.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5003,11.0209,0.00133266,0.0217869,8606,30.0114,0.57767,0.021148,6,145516.0,,1560,1560,127018,237370,339450,457326,488540,556250,623042,0.999627,0.20474,0.20474,0.272925,0.485691,1.79285,2.38328,2.96293,3.4428,3.5121,1850,1502600.0,801256.0,12.4571,4.41001,0,0.0,NoStalling,0,0.0,0.685714,1077980.0,45628.2,1502600.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,4776,11.021,0.00158403,0.0194724,8294,27.7047,0.582364,0.0194116,5,168547.0,,1560,1560,65022,196020,329738,421080,542730,598544,658399,1.56581,0.116193,0.123329,0.134131,0.327273,0.899079,2.35365,3.81374,4.31182,5.71203,635,2004000.0,1119230.0,12.2286,5.52959,0,0.0,NoStalling,0,0.0,0.535714,905362.0,151944.0,2004000.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5219,11.0209,0.00127148,0.0176279,8973,29.5638,0.567226,0.0183885,10,156274.0,,108,108,11088,274562,342806,454610,537374,556250,642319,1.03005,0.097697,0.097697,0.123093,0.745274,1.94214,2.59587,2.90932,3.09161,3.42705,2743,1978660.0,1126200.0,11.7647,3.68669,0,0.0,NoStalling,0,0.0,0.757353,1185430.0,47010.9,1978660.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,5245,11.0209,0.00134647,0.0177312,8885,29.7796,0.582794,0.0193585,11,106817.0,,61170,61170,152452,293438,355740,412502,489458,495266,540278,0.986789,0.095423,0.1006,0.178468,0.941278,1.78575,2.44141,2.96464,3.19673,3.41313,617,1711110.0,1023140.0,9.65714,3.59319,0,0.0,NoStalling,0,0.0,0.735714,1203490.0,66710.6,1711110.0
51,73950000,11,0.02,BufferBasedAdaptationLogic,1280720,70,4564,11.0211,0.00162444,0.0238826,7883,28.2382,0.598532,0.0199163,9,164166.0,,1452,1452,53858,175777,330069,419762,505430,534018,625055,1.48161,0.157684,0.1732,0.222696,0.367951,1.07708,2.16699,3.69801,4.02887,6.2449,728,1551500.0,720052.0,12.0571,5.24782,0,0.0,NoStalling,0,0.0,0.628571,788334.0,107369.0,1551500.0
