Request ID,Num Clients,Bottleneck Bandwidth,Bottleneck Latency,Bottleneck Packet Loss,Dash Policy,Client Resolution,Request Duration,TCP Output Packet,TCP Output Delay,TCP Output Jitter,TCP Output Packet Loss,TCP Input Packet,TCP Input Delay,TCP Input Jitter,TCP Input Packet Loss,TCP Input Retransmission,Std Input Rate,0 Input Rate Variation,5 Input Rate Variation,10 Input Rate Variation,25 Input Rate Variation,50 Input Rate Variation,75 Input Rate Variation,90 Input Rate Variation,95 Input Rate Variation,100 Input Rate Variation,Std Inter Arrival Times Req,0 Inter Arrival Times Req,5 Inter Arrival Times Req,10 Inter Arrival Times Req,25 Inter Arrival Times Req,50 Inter Arrival Times Req,75 Inter Arrival Times Req,90 Inter Arrival Times Req,95 Inter Arrival Times Req,100 Inter Arrival Times Req,Start Up Delay,Avg Video Download Rate,Std Video Download Rate,Avg Video Buffer Level,Std Video Buffer Level,Stall Events,Rebuffering Ratio,Stall Label,Total Stalling Time,Avg Time Stalling Events,Avg Quality Index,Avg Video Bit Rate,Avg Video Quality Variation,Avg Download Bit Rate
21,90300000,31,0.01,RateBasedAdaptationLogic,19201080,70,4937,31.0199,0.00143904,0.00992506,8760,31.9502,0.395712,0.0109589,3,129521.0,,117511,117511,138274,255686,323930,441090,493161,504312,701584,0.722336,0.25793,0.25793,0.884929,1.19451,1.81668,2.44902,2.82646,2.83676,3.14187,1005,1488380.0,570699.0,2.62857,1.83748,1,0.0114286,MildStalling,800,23.5294,0.728571,1205248.0,482936.0,1488380.0
21,90300000,31,0.01,RateBasedAdaptationLogic,19201080,70,5193,31.0199,0.00142289,0.00924321,9330,31.9359,0.396714,0.0110397,3,125241.0,,4464,4464,175692,300698,342806,430260,511372,553480,642052,0.746952,0.757018,0.822589,0.88255,1.06976,1.50779,2.07998,2.77229,2.95711,3.83508,1757,1536330.0,416031.0,4.34286,2.80757,0,0.0,NoStalling,0,0.0,0.642857,1248550.0,466071.0,1536330.0
21,90300000,31,0.01,RateBasedAdaptationLogic,19201080,70,5520,31.0199,0.00130366,0.00978261,9879,31.976,0.396108,0.00911023,5,156194.0,,56,56,125796,281688,367038,496266,560740,602848,704354,0.767144,0.326895,0.326895,0.81705,1.13373,1.57265,2.0115,2.50738,3.2127,3.64973,1215,1684140.0,512618.0,3.76471,2.98091,2,0.0157143,MildStalling,1100,33.3333,0.639706,1375170.0,472436.0,1684140.0
21,90300000,31,0.01,RateBasedAdaptationLogic,19201080,70,5565,31.0199,0.00130436,0.00916442,9705,32.0365,0.393167,0.0106131,4,146402.0,,56,56,231002,295890,361548,412636,510428,727720,761782,0.850444,0.26181,0.26181,0.700819,1.13785,1.50744,2.08666,2.77619,3.26903,4.21037,1021,1636470.0,636939.0,2.58824,2.49844,2,0.0157143,MildStalling,1100,33.3333,0.647059,1307860.0,548461.0,1636470.0
21,90300000,31,0.01,RateBasedAdaptationLogic,19201080,70,5615,31.0198,0.00120984,0.00819234,9908,32.113,0.397777,0.00938635,11,154740.0,,120040,120040,239714,297794,363000,432830,506882,597040,1060326,1.3217,0.197866,0.197866,0.75792,1.07348,1.63891,2.20816,2.57756,3.77513,7.68204,909,1882800.0,1322470.0,2.36364,1.66639,1,0.0642857,MildStalling,4500,140.625,0.757576,1502640.0,796000.0,1882800.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3308,31.0203,0.00223158,0.0214631,5671,31.8723,0.379956,0.020984,9,91595.5,,56,56,56962,151101,222290,285286,302484,328286,380933,0.872628,0.378233,0.379771,0.441177,1.00597,1.44678,2.01078,2.44977,3.00856,4.57096,1366,1007620.0,311977.0,11.8857,3.99837,0,0.0,NoStalling,0,0.0,0.671429,681545.0,243802.0,1007620.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3026,31.0205,0.00252126,0.0290813,5233,31.883,0.383519,0.0198739,9,110957.0,,1452,1452,1560,110352,196714,253676,318122,361124,470716,0.907112,0.1953,0.380806,0.504229,0.884674,1.38036,2.07343,2.94363,3.19733,3.84072,905,1009120.0,495700.0,11.0857,4.0944,0,0.0,NoStalling,0,0.0,0.628571,630053.0,271059.0,1009120.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3079,31.0204,0.00243459,0.0204612,5293,31.8774,0.381081,0.0196486,7,95589.0,,1560,1560,36300,153912,205426,238262,316151,364586,394520,0.898762,0.379813,0.441544,0.443436,0.819366,1.32011,2.13525,2.45643,2.9716,4.14092,2380,880082.0,336769.0,11.5294,4.62878,0,0.0,NoStalling,0,0.0,0.595588,549496.0,216747.0,880082.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3215,31.0204,0.00236853,0.0189736,5546,31.9077,0.387031,0.0185719,5,119283.0,,17424,17424,24684,91810,199258,289616,342806,361962,501768,1.10157,0.189846,0.317107,0.443682,0.692846,1.19917,2.4009,3.07307,3.44919,5.00854,905,1063820.0,545015.0,10.4,3.6971,0,0.0,NoStalling,0,0.0,0.635714,653312.0,361111.0,1063820.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3219,31.0204,0.00232679,0.0220565,5474,31.8962,0.382333,0.0197296,15,95974.8,,8820,8820,50954,143748,221038,274243,310862,340102,437361,0.945801,0.442303,0.503938,0.504737,0.817572,1.3789,2.07028,2.57929,2.83688,4.58983,1692,939517.0,299444.0,12.0,3.70328,0,0.0,NoStalling,0,0.0,0.621429,644681.0,203746.0,939517.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3538,31.0203,0.00222008,0.0211984,6047,31.99,0.383421,0.0188523,4,85236.6,,50719,50719,129362,188002,219586,287830,341554,385248,423599,0.777707,0.136094,0.256284,0.442177,0.818847,1.44177,1.94808,2.44835,2.58315,3.70213,906,1199590.0,719486.0,12.6857,5.23598,0,0.0,NoStalling,0,0.0,0.721429,696174.0,276329.0,1199590.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3156,31.0204,0.00241597,0.0224968,5461,31.8919,0.386556,0.0201428,7,97838.0,,39898,39898,62622,154191,232454,255686,293638,372540,478176,0.763461,0.504971,0.567343,0.627927,0.942194,1.33422,2.07448,2.44859,2.69238,3.77279,2106,940288.0,393798.0,11.5294,4.4999,0,0.0,NoStalling,0,0.0,0.632353,663191.0,202783.0,940288.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3273,31.0203,0.00223197,0.020776,5560,32.0013,0.382968,0.0206835,6,98163.4,,37886,37886,66926,167314,229550,290827,334053,353170,502718,1.06075,0.135477,0.252898,0.444749,0.878893,1.19667,1.7604,2.51022,2.76221,6.19795,3906,1249650.0,1021020.0,10.9412,3.94776,0,0.0,NoStalling,0,0.0,0.676471,697374.0,307355.0,1249650.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3222,31.0204,0.00234262,0.0170701,5553,31.8562,0.381897,0.0214299,12,79157.7,,19800,19800,58774,170218,210674,262946,289642,315418,345152,0.762602,0.505961,0.564697,0.572595,0.882611,1.32255,1.94921,2.13743,2.81572,3.82937,1367,963075.0,296356.0,12.6286,4.42774,0,0.0,NoStalling,0,0.0,0.671429,660187.0,195614.0,963075.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3183,31.0204,0.00236481,0.0188501,5524,31.8501,0.381672,0.0182839,5,78762.0,,21888,21888,81498,162439,216325,256339,293638,327034,410292,0.860573,0.380537,0.43873,0.440468,0.943626,1.38163,2.0107,2.32269,2.89161,4.77299,1266,938040.0,359546.0,11.2571,5.2391,0,0.0,NoStalling,0,0.0,0.607143,615131.0,238381.0,938040.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3395,31.0203,0.0022494,0.020324,5785,32.0115,0.385883,0.0183232,14,113103.0,,36300,36300,50719,153393,207212,254286,315498,353504,674489,1.04041,0.135478,0.256672,0.442887,0.817566,1.31973,2.13721,2.94873,3.58534,4.07937,905,1191430.0,795547.0,10.6857,3.8528,0,0.0,NoStalling,0,0.0,0.692857,714167.0,349515.0,1191430.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3246,31.0203,0.00226061,0.0154036,5497,31.8824,0.376678,0.0196471,8,108116.0,,4464,4464,36634,116160,219946,268556,343668,376736,425770,0.800118,0.503713,0.505401,0.565071,1.0085,1.31994,1.83446,2.69685,3.01964,3.82483,1366,890103.0,337511.0,12.1143,4.53413,0,0.0,NoStalling,0,0.0,0.678571,609426.0,177845.0,890103.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3430,31.0203,0.00222646,0.0174927,5874,31.8726,0.379964,0.0219612,4,103398.0,,334,334,82764,148798,213259,283274,332842,375883,486035,0.930668,0.255122,0.504136,0.567166,0.816053,1.32121,1.95295,2.57363,3.39202,3.95843,1528,997045.0,405229.0,11.9429,3.8983,0,0.0,NoStalling,0,0.0,0.65,656238.0,290184.0,997045.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3193,31.0204,0.00231869,0.0184779,5501,31.887,0.384281,0.0192692,8,94335.8,,1560,1560,36434,173668,211568,289642,319774,323172,407827,0.917731,0.197231,0.440852,0.441928,0.758671,1.3213,2.00628,2.46005,2.57274,4.57144,910,1012010.0,420899.0,11.1429,4.20301,1,0.00142857,MildStalling,100,2.94118,0.671429,661797.0,262776.0,1012010.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3497,31.0203,0.00213013,0.0197312,5848,31.9621,0.377392,0.0193228,5,117260.0,,5942,5942,52272,139578,197886,282022,395772,413280,502392,1.10289,0.135865,0.443381,0.565835,0.818746,1.13812,2.01213,2.38363,3.07158,6.08729,966,1155520.0,726709.0,11.7714,4.07842,0,0.0,NoStalling,0,0.0,0.621429,707438.0,352828.0,1155520.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3178,31.0204,0.00236448,0.0160478,5500,31.9477,0.383696,0.0192727,11,112788.0,,13176,13176,48250,110538,230203,288522,326834,393626,473620,0.742286,0.196477,0.314555,0.568666,0.818632,1.5033,2.01083,2.40906,2.69868,3.27696,906,866323.0,468000.0,10.5714,5.04995,1,0.00142857,MildStalling,100,2.94118,0.557143,581193.0,176941.0,866323.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,2879,31.0204,0.00245884,0.0208406,4940,31.8399,0.375066,0.0216599,6,86884.7,,29734,29734,63888,108900,215230,240699,293438,326276,376004,0.899041,0.441953,0.504488,0.568812,0.883021,1.38083,1.94649,2.3257,3.44915,4.44742,4667,900602.0,342848.0,11.7576,3.64343,0,0.0,NoStalling,0,0.0,0.636364,606177.0,188160.0,900602.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3144,31.0204,0.00249091,0.0187659,5428,31.8628,0.382735,0.0206338,4,80135.5,,5050,5050,123420,154845,199099,253316,286512,328846,419443,0.632023,0.442341,0.503718,0.879934,1.07023,1.38531,2.01008,2.3299,2.51169,3.26524,1554,879648.0,318926.0,13.2,5.32809,0,0.0,NoStalling,0,0.0,0.664286,595383.0,148329.0,879648.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,2918,31.0205,0.00255187,0.0188485,5052,31.8557,0.381874,0.0217736,5,90303.7,,1452,1452,9636,109687,197806,244270,274762,302150,392508,0.828296,0.195966,0.44234,0.505149,1.00383,1.50636,1.90381,2.19689,2.64262,5.01271,906,865638.0,404688.0,10.8,4.20068,0,0.0,NoStalling,0,0.0,0.635714,560859.0,221816.0,865638.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,2798,31.0205,0.00262624,0.0239457,4837,31.88,0.386518,0.0204672,8,104683.0,,1452,1452,7260,94473,171670,247174,321731,340796,419762,1.21695,0.50384,0.504489,0.567455,0.942398,1.13245,2.26196,2.63485,3.52277,6.64963,1466,945345.0,361656.0,11.3714,3.90667,0,0.0,NoStalling,0,0.0,0.635714,664869.0,266089.0,945345.0
21,90300000,31,0.02,RateAndBufferBasedAdaptationLogic,19201080,70,3076,31.0204,0.00240204,0.020156,5272,31.8849,0.382418,0.0229514,3,96115.8,,17558,17558,55310,144082,210674,266744,348188,354224,419004,0.904253,0.25345,0.317269,0.570349,0.819681,1.32184,1.94212,2.69606,2.95247,4.08093,2105,889819.0,430688.0,10.9412,4.34498,0,0.0,NoStalling,0,0.0,0.544118,580969.0,315423.0,889819.0
21,90300000,41,0.0,RateBasedAdaptationLogic,640360,70,11034,41.0195,0.000619652,0.0,21419,87.575,0.591645,0.000980438,3,265922.0,,50719,50719,602580,676314,835435,956350,1227874,1287941,1464151,0.532932,0.257469,0.257469,1.2786,1.50049,1.64186,1.92444,2.43086,2.5641,3.74233,1165,3614920.0,862546.0,2.22857,2.07138,0,0.0,NoStalling,0,0.0,0.771429,3109300.0,431435.0,3614920.0
21,90300000,41,0.0,RateBasedAdaptationLogic,640360,70,14036,41.0195,0.000496758,0.0,27296,87.9579,0.555011,0.00102579,7,488187.0,,21888,21888,455452,804090,1004847,1260871,1856886,2033283,2128806,0.544775,0.262421,0.262421,0.981484,1.38625,1.57253,1.97959,2.33535,2.55795,3.29202,1168,4730780.0,1861680.0,4.97143,2.15785,0,0.0,NoStalling,0,0.0,0.814286,3867060.0,648282.0,4730780.0
21,90300000,41,0.0,RateBasedAdaptationLogic,640360,70,14036,41.0194,0.000498277,0.0,27424,87.0226,0.560488,0.000510502,3,491350.0,,1560,1560,579410,751670,1014948,1241995,1837614,1923383,2220063,0.474186,0.380049,0.511847,1.28288,1.44145,1.64461,2.05446,2.14254,2.20279,2.84886,1364,4597080.0,2000290.0,4.62857,2.7369,0,0.0,NoStalling,0,0.0,0.828571,3769050.0,636235.0,4597080.0
21,90300000,41,0.0,RateBasedAdaptationLogic,640360,70,14738,41.0194,0.000485026,0.0,28719,87.6561,0.553226,0.000731223,6,409892.0,,21888,21888,527534,931267,1140355,1407523,1704314,1839167,1891439,0.513235,0.257462,0.571076,1.1764,1.48288,1.67183,1.99449,2.18625,2.41587,3.14563,1165,4982740.0,1229970.0,4.0,2.61861,0,0.0,NoStalling,0,0.0,0.757143,4202060.0,585035.0,4982740.0
21,90300000,41,0.0,RateBasedAdaptationLogic,640360,70,12886,41.0195,0.000539732,0.0,25228,88.3972,0.57454,0.0020612,24,376268.0,,8820,8820,591898,763286,938608,1314467,1493191,1544411,1695419,0.602207,0.307906,0.307906,1.33776,1.45654,1.63805,1.80168,2.14102,2.32096,4.09336,1272,3888710.0,1217110.0,3.6,2.33238,0,0.0,NoStalling,0,0.0,0.771429,3341900.0,600094.0,3888710.0
