Request ID,Num Clients,Bottleneck Bandwidth,Bottleneck Latency,Bottleneck Packet Loss,Dash Policy,Client Resolution,Request Duration,TCP Output Packet,TCP Output Delay,TCP Output Jitter,TCP Output Packet Loss,TCP Input Packet,TCP Input Delay,TCP Input Jitter,TCP Input Packet Loss,TCP Input Retransmission,Std Input Rate,0 Input Rate Variation,5 Input Rate Variation,10 Input Rate Variation,25 Input Rate Variation,50 Input Rate Variation,75 Input Rate Variation,90 Input Rate Variation,95 Input Rate Variation,100 Input Rate Variation,Std Inter Arrival Times Req,0 Inter Arrival Times Req,5 Inter Arrival Times Req,10 Inter Arrival Times Req,25 Inter Arrival Times Req,50 Inter Arrival Times Req,75 Inter Arrival Times Req,90 Inter Arrival Times Req,95 Inter Arrival Times Req,100 Inter Arrival Times Req,Start Up Delay,Avg Video Download Rate,Std Video Download Rate,Avg Video Buffer Level,Std Video Buffer Level,Stall Events,Rebuffering Ratio,Stall Label,Total Stalling Time,Avg Time Stalling Events,Avg Quality Index,Avg Video Bit Rate,Avg Video Quality Variation,Avg Download Bit Rate
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,3057,41.0158,0.00139859,0.0173373,5224,41.9314,0.385133,0.0170368,5,105864.0,,56,56,59666,137940,194702,251890,296208,340835,589760,1.40686,0.257102,0.257102,0.663777,0.994556,1.48947,2.89166,3.55766,5.04701,5.81463,1165,995001.0,560706.0,0.903226,0.995306,3,0.101429,SevereStalling,7100,236.667,0.629032,837698.0,470187.0,995001.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2142,41.0162,0.00216756,0.0228758,3721,41.711,0.380897,0.0206934,5,72346.9,,6502,6502,50954,93262,127018,206878,228139,248706,298688,0.774725,0.498725,0.498725,0.827844,1.32466,1.73604,2.32423,2.76901,3.31544,3.89297,2486,657834.0,247264.0,1.23529,1.60987,1,0.00285714,MildStalling,200,6.06061,0.654412,548442.0,154376.0,657834.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2905,41.0159,0.00159936,0.0213425,4945,41.8344,0.376703,0.0186047,3,84336.2,,21252,21252,67486,145200,180382,213444,248678,286378,523653,0.75504,0.257877,0.257877,0.992299,1.32648,1.81947,2.4774,3.06753,3.22598,3.51353,1165,835602.0,447322.0,1.29412,1.07182,3,0.0385714,MildStalling,2700,81.8182,0.735294,726438.0,280824.0,835602.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2105,41.0161,0.00214418,0.0213777,3646,41.7105,0.380233,0.021119,9,72868.5,,1452,1452,17532,79860,144681,173721,232777,254794,284926,1.02369,0.665738,0.665738,0.745811,0.993367,1.65413,2.56118,2.89455,3.15,5.68137,3934,653637.0,270400.0,1.09091,1.21515,1,0.00428571,MildStalling,300,9.375,0.636364,558080.0,240320.0,653637.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2412,41.016,0.00192829,0.0232172,4172,41.7176,0.375007,0.0222915,4,86012.1,,27379,27379,46464,101974,154005,200710,258590,313208,382210,0.905183,0.827986,0.827986,0.909654,1.07783,1.48734,2.39866,2.89363,3.55339,4.64446,4146,722916.0,295012.0,2.72727,1.69264,0,0.0,NoStalling,0,0.0,0.666667,602298.0,206240.0,722916.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2474,41.016,0.00181943,0.0185934,4311,41.7228,0.380417,0.019485,8,73646.6,,8820,8820,23232,129974,170578,209782,235558,251330,296969,0.92568,0.4991,0.4991,0.661683,1.40734,1.65616,2.3128,2.72846,2.97532,5.059,3847,755842.0,241399.0,1.41176,0.91129,0,0.0,NoStalling,0,0.0,0.735294,650842.0,207127.0,755842.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,3353,41.0158,0.00142013,0.0190874,5718,41.9304,0.385708,0.0157398,8,99538.3,,4464,4464,88044,159720,198218,256380,319774,369276,602776,0.717042,0.257888,0.257888,0.909683,1.32312,1.73941,2.39484,2.8109,2.92403,3.48117,1165,995430.0,472979.0,2.35294,1.71297,2,0.0257143,MildStalling,1800,54.5455,0.713235,830344.0,293392.0,995430.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2618,41.0159,0.00173277,0.0240642,4445,41.7375,0.370865,0.0209224,6,76797.9,,50719,50719,65340,115402,157150,208569,265051,322812,371327,1.01171,0.499489,0.499489,0.580746,1.07805,1.65228,2.39771,3.30504,3.38979,4.48381,1944,822077.0,319822.0,1.58824,1.26299,2,0.0242857,MildStalling,1700,51.5152,0.698529,680809.0,285634.0,822077.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2419,41.0161,0.00196654,0.0206697,4112,41.713,0.369794,0.021644,2,67219.7,,108,108,68035,115042,156297,194743,263146,290534,292186,0.653622,0.745993,0.745993,0.911833,1.24189,1.58072,2.15047,2.64748,3.05546,3.05771,3157,657781.0,211584.0,3.41176,2.49844,1,0.00285714,MildStalling,200,6.06061,0.654412,546635.0,189440.0,657781.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2382,41.016,0.00188567,0.0163728,4075,41.7144,0.369909,0.0228221,7,78795.6,,40656,40656,45426,100522,146652,192358,252782,297994,402872,1.04118,0.501038,0.501038,0.910041,1.07842,1.57241,2.15528,3.05853,4.13075,4.67802,2125,741100.0,320996.0,1.76471,1.5915,1,0.0142857,MildStalling,1000,30.303,0.661765,616358.0,231331.0,741100.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2878,41.0159,0.0016492,0.0177206,4995,41.7314,0.378604,0.018018,4,74166.4,,56,56,84216,148798,190906,249919,282716,296676,323012,0.715456,0.745991,0.745991,0.830946,1.24213,1.49174,2.31941,2.72883,2.89209,3.22249,2320,877349.0,259224.0,2.94118,2.07139,1,0.00571429,MildStalling,400,12.1212,0.742647,733816.0,245605.0,877349.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2653,41.0159,0.00169676,0.0184697,4488,41.7463,0.368873,0.0204991,7,69273.5,,23232,23232,37752,133918,189094,217042,241366,246416,362481,0.867041,0.335645,0.335645,0.993626,1.40599,1.73664,2.48231,2.99538,3.71897,4.17485,2525,766204.0,353765.0,1.33333,1.44949,3,0.0457143,MildStalling,3200,100.0,0.787879,660945.0,196640.0,766204.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2688,41.0159,0.00158988,0.0204613,4519,41.7492,0.368778,0.0199159,7,78524.4,,3238,3238,31425,127776,174574,221532,250158,265850,346300,0.990423,0.341619,0.341619,0.832895,1.24301,1.74624,2.55895,2.98618,3.60067,5.05531,1264,830152.0,342459.0,0.484848,0.857099,4,0.06,MildStalling,4200,131.25,0.757576,716955.0,297760.0,830152.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2967,41.0158,0.001403,0.0239299,4923,41.9006,0.371358,0.0203128,6,103314.0,,35542,35542,95832,139526,165862,225728,250770,367404,553546,1.05294,0.175232,0.175232,0.497937,1.32268,1.7448,2.56296,3.05965,3.81948,4.58316,4065,949249.0,572379.0,0.25,0.661438,6,0.0528571,MildStalling,3700,119.355,0.71875,799040.0,440485.0,949249.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2708,41.0159,0.00174835,0.0162482,4646,41.7467,0.376865,0.0200172,9,84096.2,,18118,18118,45105,132132,177278,233947,252782,349508,383796,0.800089,0.498955,0.498955,0.826674,0.994853,1.81958,2.32376,2.92511,2.98623,3.6895,1364,817057.0,373599.0,2.58824,1.91154,4,0.0371429,MildStalling,2600,78.7879,0.654412,670419.0,245295.0,817057.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2729,41.0159,0.00165259,0.0197875,4632,41.7494,0.374959,0.0202936,8,92060.4,,2904,2904,17424,114708,178771,208330,282382,291986,440984,1.06547,0.496774,0.496774,0.500625,1.07621,1.73712,2.655,2.97793,3.39691,5.40107,1364,828916.0,347078.0,0.787879,1.19994,4,0.06,MildStalling,4200,131.25,0.659091,699888.0,288800.0,828916.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2553,41.0159,0.0016694,0.0168429,4276,41.7421,0.367156,0.0212816,4,72723.2,,8820,8820,66792,112737,147786,200510,239766,288324,344458,1.38585,0.257489,0.257489,0.663002,1.07465,1.40928,2.73546,3.49102,3.98577,7.30943,1165,792395.0,476270.0,0.9375,0.998045,2,0.0957143,MildStalling,6700,216.129,0.648438,670080.0,398865.0,792395.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2374,41.016,0.00191164,0.0248526,4108,41.7361,0.379384,0.0185005,5,93639.9,,15972,15972,29148,89266,148238,193250,283474,307958,474979,1.02345,0.337972,0.337972,0.664329,1.16066,1.66198,2.23263,3.39921,3.71649,4.46621,1811,725587.0,445580.0,0.727273,0.962091,3,0.0371429,MildStalling,2600,81.25,0.613636,608659.0,255200.0,725587.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2380,41.016,0.00185921,0.0256303,4086,41.7375,0.378344,0.0210475,7,79067.0,,13176,13176,26136,90024,153393,182194,233014,265331,408840,1.39005,0.661615,0.661615,0.748275,1.15844,1.49147,2.2343,2.90339,3.0653,8.20263,1891,744750.0,300018.0,1.88235,1.74499,1,0.0285714,MildStalling,2000,60.6061,0.698529,630965.0,272601.0,744750.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,3008,41.0158,0.00154282,0.0209441,4945,41.9272,0.371261,0.0228514,8,102903.0,,56,56,84910,120850,156816,213578,271858,402338,543516,1.0739,0.257735,0.257735,0.666492,1.24228,1.57258,2.14695,2.92775,3.92957,5.33567,1165,889928.0,584316.0,1.93939,1.87389,3,0.0628571,MildStalling,4400,137.5,0.681818,729367.0,337760.0,889928.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2429,41.0161,0.00199708,0.0156443,4195,41.7208,0.377998,0.0193087,4,62101.9,,29374,29374,59013,121210,164410,203614,238822,244630,299780,0.788141,0.663529,0.663529,0.827062,1.07705,1.73482,2.15303,3.07015,3.22413,3.39518,2064,694784.0,229089.0,2.47059,1.7529,1,0.00285714,MildStalling,200,6.06061,0.683824,570729.0,194095.0,694784.0
71,642550000,41,0.02,RateBasedAdaptationLogic,19201080,70,2295,41.0161,0.00201774,0.0187364,3969,41.7029,0.374084,0.0209121,2,71645.4,,56,56,49702,104387,149970,201764,252129,277666,295090,0.832085,0.827705,0.827705,0.914759,1.07853,1.6581,2.31553,2.98663,3.39989,3.8899,2309,696086.0,289570.0,1.76471,1.66378,0,0.0,NoStalling,0,0.0,0.683824,571031.0,210541.0,696086.0
